"","movieId","title","totalRating","qtdObs","qtdGenres"
"495",551,"Nightmare Before Christmas, The (1993)",30.5,8,"more"
"496",552,"Three Musketeers, The (1993)",8,3,"more"
"497",553,"Tombstone (1993)",239,60,"more"
"498",554,"Trial by Jury (1994)",8,3,"more"
"499",555,"True Romance (1993)",3,1,"more"
"500",556,"War Room, The (1993)",530.5,153,"one"
"501",558,"Pagemaster, The (1994)",61.5,15,"more"
"502",559,"Paris, France (1993)",39,16,"one"
"503",561,"Killer (Bulletproof Heart) (1994)",0,0,"more"
"504",562,"Welcome to the Dollhouse (1995)",16,5,"more"
"505",563,"Germinal (1993)",19,7,"more"
"506",564,"Chasers (1994)",28,9,"one"
"507",565,"Cronos (1993)",59.5,17,"more"
"508",567,"Kika (1993)",315.5,86,"more"
"509",568,"Bhaji on the Beach (1993)",292.5,78,"more"
"510",569,"Little Big League (1994)",11.5,5,"more"
"511",571,"Wedding Gift, The (1994)",9,3,"more"
"512",573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",7,2,"one"
"513",574,"Spanking the Monkey (1994)",15,6,"more"
"514",575,"Little Rascals, The (1994)",62,17,"more"
"515",577,"Andre (1994)",186,46,"more"
"516",580,"Princess Caraboo (1994)",38,13,"one"
"517",581,"Celluloid Closet, The (1995)",49.5,16,"one"
"518",582,"Métisse (Café au Lait) (1993)",23.5,11,"more"
"519",585,"Brady Bunch Movie, The (1995)",57.5,24,"one"
"520",586,"Home Alone (1990)",199,65,"more"
"521",587,"Ghost (1990)",36,10,"more"
"522",588,"Aladdin (1992)",25.5,9,"more"
"523",589,"Terminator 2: Judgment Day (1991)",20,6,"more"
"524",590,"Dances with Wolves (1990)",128,36,"more"
"525",592,"Batman (1989)",0,0,"more"
"526",593,"Silence of the Lambs, The (1991)",1,1,"more"
"527",594,"Snow White and the Seven Dwarfs (1937)",1050,244,"more"
"528",595,"Beauty and the Beast (1991)",5,2,"more"
"529",596,"Pinocchio (1940)",177,45,"more"
"530",597,"Pretty Woman (1990)",0,0,"more"
"531",599,"Wild Bunch, The (1969)",110.5,31,"more"
"532",600,"Love and a .45 (1994)",58.5,18,"more"
"533",603,"Bye Bye, Love (1995)",20,6,"one"
"534",605,"One Fine Day (1996)",105,25,"more"
"535",606,"Candyman: Farewell to the Flesh (1995)",101,26,"more"
"536",608,"Fargo (1996)",9,4,"more"
"537",609,"Homeward Bound II: Lost in San Francisco (1996)",30.5,10,"more"
"538",610,"Heavy Metal (1981)",97.5,25,"more"
"539",611,"Hellraiser: Bloodline (1996)",428.5,125,"more"
"540",612,"Pallbearer, The (1996)",48.5,18,"one"
"541",613,"Jane Eyre (1996)",589.5,146,"more"
"542",614,"Loaded (1994)",52,19,"more"
"543",615,"Bread and Chocolate (Pane e cioccolata) (1973)",174,52,"more"
"544",616,"Aristocats, The (1970)",23.5,9,"more"
"545",617,"Flower of My Secret, The (La flor de mi secreto) (1995)",0,0,"more"
"546",619,"Ed (1996)",29.5,17,"one"
"547",620,"Scream of Stone (Cerro Torre: Schrei aus Stein) (1991)",15,5,"one"
"548",621,"My Favorite Season (1993)",27,9,"one"
"549",626,"Thin Line Between Love and Hate, A (1996)",49.5,12,"one"
"550",627,"Last Supper, The (1995)",36,11,"more"
"551",628,"Primal Fear (1996)",328.5,90,"more"
"552",630,"Carried Away (1996)",157,50,"more"
"553",631,"All Dogs Go to Heaven 2 (1996)",198.5,57,"more"
"554",632,"Land and Freedom (Tierra y libertad) (1995)",6,2,"more"
"555",633,"Denise Calls Up (1995)",272,70,"one"
"556",635,"Family Thing, A (1996)",58.5,15,"more"
"557",637,"Sgt. Bilko (1996)",0,0,"one"
"558",638,"Jack and Sarah (1995)",24,9,"one"
"559",639,"Girl 6 (1996)",5,1,"more"
"560",640,"Diabolique (1996)",0,0,"more"
"561",647,"Courage Under Fire (1996)",3,1,"more"
"562",648,"Mission: Impossible (1996)",111.5,30,"more"
"563",650,"Moll Flanders (1996)",3,1,"one"
"564",651,"Superweib, Das (1996)",3,1,"one"
"565",653,"Dragonheart (1996)",9,2,"more"
"566",656,"Eddie (1996)",0,0,"one"
"567",659,"Purple Noon (Plein soleil) (1960)",8,2,"more"
"568",661,"James and the Giant Peach (1996)",7,2,"more"
"569",662,"Fear (1996)",15,6,"one"
"570",663,"Kids in the Hall: Brain Candy (1996)",0,0,"one"
"571",664,"Faithful (1996)",4,1,"one"
"572",665,"Underground (1995)",0,0,"more"
"573",667,"Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996)",1,1,"one"
"574",668,"Song of the Little Road (Pather Panchali) (1955)",30,9,"one"
"575",670,"World of Apu, The (Apur Sansar) (1959)",50,14,"one"
"576",671,"Mystery Science Theater 3000: The Movie (1996)",0,0,"more"
"577",673,"Space Jam (1996)",4,2,"more"
"578",674,"Barbarella (1968)",0,0,"more"
"579",678,"Some Folks Call It a Sling Blade (1993)",0,0,"more"
"580",679,"Run of the Country, The (1995)",9,3,"one"
"581",680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",72,17,"more"
"582",681,"Coup de torchon (Clean Slate) (1981)",4,1,"one"
"583",685,"It's My Party (1996)",0,0,"one"
"584",687,"Country Life (1994)",0,0,"more"
"585",688,"Operation Dumbo Drop (1995)",126,41,"more"
"586",690,"Promise, The (Versprechen, Das) (1995)",401.5,129,"more"
"587",691,"Mrs. Winterbourne (1996)",419,126,"more"
"588",692,"Solo (1996)",790,215,"more"
"589",694,"Substitute, The (1996)",949.5,237,"more"
"590",695,"True Crime (1996)",751,202,"more"
"591",696,"Butterfly Kiss (1995)",0,0,"more"
"592",697,"Feeling Minnesota (1996)",666,196,"more"
"593",698,"Delta of Venus (1995)",1258,304,"one"
"594",700,"Angus (1995)",260,71,"one"
"595",702,"Faces (1968)",660,176,"one"
"596",703,"Boys (1996)",236.5,66,"one"
"597",704,"Quest, The (1996)",494,147,"more"
"598",705,"Cosi (1996)",0,0,"one"
"599",707,"Mulholland Falls (1996)",56.5,14,"more"
"600",708,"Truth About Cats & Dogs, The (1996)",4,1,"more"
"601",709,"Oliver & Company (1988)",0,0,"more"
"602",710,"Celtic Pride (1996)",0,0,"one"
"603",711,"Flipper (1996)",3,1,"more"
"604",714,"Dead Man (1995)",0,0,"more"
"605",715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",63.5,19,"more"
"606",718,"Visitors, The (Visiteurs, Les) (1993)",16.5,6,"more"
"607",719,"Multiplicity (1996)",0,0,"one"
"608",720,"Wallace & Gromit: The Best of Aardman Animation (1996)",953.5,224,"more"
"609",721,"Halfmoon (Paul Bowles - Halbmond) (1995)",43.5,14,"one"
"610",722,"Haunted World of Edward D. Wood Jr., The (1996)",110.5,33,"one"
"611",724,"Craft, The (1996)",21,7,"more"
"612",725,"Great White Hype, The (1996)",16,6,"one"
"613",726,"Last Dance (1996)",45.5,13,"one"
"614",728,"Cold Comfort Farm (1995)",3,2,"one"
"615",731,"Heaven's Prisoners (1996)",7,2,"more"
"616",733,"Rock, The (1996)",145.5,42,"more"
"617",735,"Cemetery Man (Dellamorte Dellamore) (1994)",1,1,"one"
"618",736,"Twister (1996)",0,0,"more"
"619",737,"Barb Wire (1996)",8.5,4,"more"
"620",741,"Ghost in the Shell (Kôkaku kidôtai) (1995)",6.5,2,"more"
"621",742,"Thinner (1996)",10,3,"more"
"622",743,"Spy Hard (1996)",0,0,"one"
"623",745,"Wallace & Gromit: A Close Shave (1995)",0,0,"more"
"624",746,"Force of Evil (1948)",0,0,"one"
"625",747,"Stupids, The (1996)",0,0,"one"
"626",748,"Arrival, The (1996)",2,1,"more"
"627",750,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)",30,9,"more"
"628",753,"Month by the Lake, A (1995)",194,50,"more"
"629",754,"Gold Diggers: The Secret of Bear Mountain (1995)",0,0,"more"
"630",755,"Kim (1950)",7,2,"more"
"631",756,"Carmen Miranda: Bananas Is My Business (1994)",32.5,10,"one"
"632",757,"Ashes of Time (Dung che sai duk) (1994)",9,2,"one"
"633",759,"Maya Lin: A Strong Clear Vision (1994)",12,3,"one"
"634",760,"Stalingrad (1993)",0,0,"more"
"635",761,"Phantom, The (1996)",27,7,"more"
"636",762,"Striptease (1996)",0,0,"more"
"637",764,"Heavy (1995)",80,29,"more"
"638",765,"Jack (1996)",4,1,"more"
"639",766,"I Shot Andy Warhol (1996)",16,5,"one"
"640",767,"Grass Harp, The (1995)",60,18,"more"
"641",769,"Marlene Dietrich: Shadow and Light (1996)",0,0,"one"
"642",775,"Spirits of the Dead (1968)",0,0,"more"
"643",778,"Trainspotting (1996)",0,0,"more"
"644",779,"'Til There Was You (1997)",0,0,"more"
"645",780,"Independence Day (a.k.a. ID4) (1996)",0,0,"more"
"646",781,"Stealing Beauty (1996)",0,0,"one"
"647",782,"Fan, The (1996)",112.5,31,"more"
"648",783,"Hunchback of Notre Dame, The (1996)",593.5,168,"more"
"649",784,"Cable Guy, The (1996)",0,0,"more"
"650",785,"Kingpin (1996)",25.5,8,"one"
"651",786,"Eraser (1996)",1,1,"more"
"652",787,"Gate of Heavenly Peace, The (1995)",0,0,"one"
"653",788,"Nutty Professor, The (1996)",193,62,"more"
"654",793,"My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)",0,0,"one"
"655",798,"Daylight (1996)",0,0,"more"
"656",799,"Frighteners, The (1996)",6,2,"more"
"657",800,"Lone Star (1996)",0,0,"more"
"658",801,"Harriet the Spy (1996)",0,0,"more"
"659",802,"Phenomenon (1996)",8.5,2,"more"
"660",803,"Walking and Talking (1996)",0,0,"more"
"661",804,"She's the One (1996)",192.5,53,"more"
"662",805,"Time to Kill, A (1996)",28,9,"more"
"663",806,"American Buffalo (1996)",58,17,"more"
"664",808,"Alaska (1996)",7,2,"more"
"665",809,"Fled (1996)",17,5,"more"
"666",810,"Kazaam (1996)",0,0,"more"
"667",813,"Larger Than Life (1996)",11,3,"one"
"668",816,"Two Deaths (1995)",16,4,"one"
"669",818,"Very Brady Sequel, A (1996)",0,0,"one"
"670",820,"Death in the Garden (Mort en ce jardin, La) (1956)",9.5,3,"one"
"671",824,"Kaspar Hauser (1993)",133,33,"more"
"672",828,"Adventures of Pinocchio, The (1996)",0,0,"more"
"673",829,"Joe's Apartment (1996)",134,50,"more"
"674",830,"First Wives Club, The (1996)",56.5,21,"one"
"675",831,"Stonewall (1995)",0,0,"one"
"676",832,"Ransom (1996)",0,0,"more"
"677",833,"High School High (1996)",0,0,"one"
"678",834,"Phat Beach (1996)",46,12,"one"
"679",835,"Foxfire (1996)",4,1,"one"
"680",836,"Chain Reaction (1996)",23.5,6,"more"
"681",837,"Matilda (1996)",3,1,"more"
"682",838,"Emma (1996)",0,0,"more"
"683",839,"Crow: City of Angels, The (1996)",0,0,"more"
"684",840,"House Arrest (1996)",0,0,"more"
"685",841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",12.5,4,"one"
"686",842,"Tales from the Crypt Presents: Bordello of Blood (1996)",0,0,"more"
"687",844,"Story of Xinghua, The (Xinghua san yue tian) (1994)",6,2,"one"
"688",845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",24.5,10,"one"
"689",846,"Flirt (1995)",0,0,"one"
"690",848,"Spitfire Grill, The (1996)",4,1,"one"
"691",849,"Escape from L.A. (1996)",23.5,7,"more"
"692",850,"Cyclo (Xich lo) (1995)",2,1,"more"
"693",851,"Basquiat (1996)",0,0,"one"
"694",852,"Tin Cup (1996)",28.5,10,"more"
"695",854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",8,2,"one"
"696",858,"Godfather, The (1972)",4,2,"more"
"697",861,"Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)",10,3,"more"
"698",864,"Wife, The (1995)",3,1,"more"
"699",865,"Small Faces (1996)",0,0,"one"
"700",866,"Bound (1996)",22,7,"more"
"701",867,"Carpool (1996)",0,0,"more"
"702",869,"Kansas City (1996)",5,1,"more"
"703",870,"Gone Fishin' (1997)",3,1,"one"
"704",872,"Vive L'Amour (Ai qing wan sui) (1994)",18,6,"one"
"705",875,"Nothing to Lose (1994)",8.5,3,"more"
"706",876,"Supercop 2 (Project S) (Chao ji ji hua) (1993)",0,0,"more"
"707",879,"Relic, The (1997)",84,27,"more"
"708",880,"Island of Dr. Moreau, The (1996)",207.5,61,"more"
"709",881,"First Kid (1996)",34.5,12,"more"
"710",882,"Trigger Effect, The (1996)",3,2,"more"
"711",885,"Bogus (1996)",29,9,"more"
"712",886,"Bulletproof (1996)",0,0,"more"
"713",888,"Land Before Time III: The Time of the Great Giving (1995)",0,0,"more"
"714",889,"1-900 (06) (1994)",39,11,"more"
"715",891,"Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995)",8,3,"more"
"716",892,"Twelfth Night (1996)",0,0,"more"
"717",893,"Mother Night (1996)",0,0,"one"
"718",896,"Wild Reeds (Les roseaux sauvages) (1994)",9,3,"one"
"719",897,"For Whom the Bell Tolls (1943)",95.5,34,"more"
"720",898,"Philadelphia Story, The (1940)",180,45,"more"
"721",899,"Singin' in the Rain (1952)",4,1,"more"
"722",900,"American in Paris, An (1951)",8,2,"more"
"723",901,"Funny Face (1957)",0,0,"more"
"724",902,"Breakfast at Tiffany's (1961)",112,36,"more"
"725",903,"Vertigo (1958)",9.5,4,"more"
"726",904,"Rear Window (1954)",6,2,"more"
"727",905,"It Happened One Night (1934)",0,0,"more"
"728",906,"Gaslight (1944)",63.5,16,"more"
"729",907,"Gay Divorcee, The (1934)",0,0,"more"
"730",908,"North by Northwest (1959)",0,0,"more"
"731",909,"Apartment, The (1960)",11,4,"more"
"732",910,"Some Like It Hot (1959)",0,0,"more"
"733",911,"Charade (1963)",504.5,135,"more"
"734",912,"Casablanca (1942)",0,0,"more"
"735",913,"Maltese Falcon, The (1941)",33,8,"more"
"736",914,"My Fair Lady (1964)",487.5,150,"more"
"737",915,"Sabrina (1954)",35.5,15,"more"
"738",916,"Roman Holiday (1953)",0,0,"more"
"739",917,"Little Princess, The (1939)",0,0,"more"
"740",918,"Meet Me in St. Louis (1944)",0,0,"one"
"741",919,"Wizard of Oz, The (1939)",112,27,"more"
"742",920,"Gone with the Wind (1939)",16.5,6,"more"
"743",921,"My Favorite Year (1982)",59,22,"one"
"744",922,"Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)",0,0,"more"
"745",923,"Citizen Kane (1941)",260,62,"more"
"746",924,"2001: A Space Odyssey (1968)",2,1,"more"
"747",926,"All About Eve (1950)",5.5,2,"one"
"748",927,"Women, The (1939)",72,22,"one"
"749",928,"Rebecca (1940)",0,0,"more"
"750",929,"Foreign Correspondent (1940)",442,105,"more"
"751",930,"Notorious (1946)",0,0,"more"
"752",931,"Spellbound (1945)",0,0,"more"
"753",932,"Affair to Remember, An (1957)",17.5,5,"more"
"754",933,"To Catch a Thief (1955)",11,3,"more"
"755",934,"Father of the Bride (1950)",2,1,"one"
"756",935,"Band Wagon, The (1953)",3,1,"more"
"757",936,"Ninotchka (1939)",4,1,"more"
"758",937,"Love in the Afternoon (1957)",0,0,"more"
"759",938,"Gigi (1958)",10,2,"one"
"760",939,"Reluctant Debutante, The (1958)",10,3,"more"
"761",940,"Adventures of Robin Hood, The (1938)",56,18,"more"
"762",941,"Mark of Zorro, The (1940)",96,39,"one"
"763",942,"Laura (1944)",0,0,"more"
"764",943,"Ghost and Mrs. Muir, The (1947)",5,1,"more"
"765",944,"Lost Horizon (1937)",50.5,18,"one"
"766",945,"Top Hat (1935)",38,9,"more"
"767",946,"To Be or Not to Be (1942)",4,1,"more"
"768",947,"My Man Godfrey (1936)",0,0,"more"
"769",948,"Giant (1956)",3,1,"more"
"770",949,"East of Eden (1955)",0,0,"one"
"771",950,"Thin Man, The (1934)",0,0,"more"
"772",951,"His Girl Friday (1940)",0,0,"more"
"773",952,"Around the World in 80 Days (1956)",0,0,"more"
"774",953,"It's a Wonderful Life (1946)",0,0,"more"
"775",954,"Mr. Smith Goes to Washington (1939)",2,1,"one"
"776",955,"Bringing Up Baby (1938)",0,0,"more"
"777",956,"Penny Serenade (1941)",0,0,"more"
"778",957,"Scarlet Letter, The (1926)",513.5,124,"one"
"779",960,"Angel on My Shoulder (1946)",10.5,4,"more"
"780",961,"Little Lord Fauntleroy (1936)",759.5,218,"one"
"781",962,"They Made Me a Criminal (1939)",15,4,"more"
"782",963,"Inspector General, The (1949)",20,6,"one"
"783",964,"Angel and the Badman (1947)",164.5,49,"more"
"784",965,"39 Steps, The (1935)",150.5,59,"more"
"785",966,"A Walk in the Sun (1945)",200,60,"more"
"786",968,"Night of the Living Dead (1968)",214.5,69,"more"
"787",969,"African Queen, The (1951)",9,2,"more"
"788",970,"Beat the Devil (1953)",209.5,68,"more"
"789",971,"Cat on a Hot Tin Roof (1958)",0,0,"one"
"790",972,"Last Time I Saw Paris, The (1954)",0,0,"one"
"791",973,"Meet John Doe (1941)",0,0,"more"
"792",976,"Farewell to Arms, A (1932)",0,0,"more"
"793",980,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985)",4,1,"one"
"794",981,"Dangerous Ground (1997)",0,0,"one"
"795",982,"Picnic (1955)",0,0,"one"
"796",984,"Pompatus of Love, The (1996)",0,0,"more"
"797",986,"Fly Away Home (1996)",0,0,"more"
"798",987,"Bliss (1997)",41,12,"more"
"799",988,"Grace of My Heart (1996)",77.5,24,"more"
"800",990,"Maximum Risk (1996)",142.5,35,"more"
"801",991,"Michael Collins (1996)",38.5,12,"one"
"802",992,"Rich Man's Wife, The (1996)",239.5,72,"one"
"803",994,"Big Night (1996)",8.5,2,"more"
"804",996,"Last Man Standing (1996)",40.5,14,"more"
"805",997,"Caught (1996)",184.5,49,"more"
"806",998,"Set It Off (1996)",26,9,"more"
"807",999,"2 Days in the Valley (1996)",0,0,"more"
"808",1,"Toy Story (1995)",956.5,247,"more"
"809",2,"Jumanji (1995)",364,107,"more"
"810",3,"Grumpier Old Men (1995)",186.5,59,"more"
"811",4,"Waiting to Exhale (1995)",31,13,"more"
"812",5,"Father of the Bride Part II (1995)",183,56,"one"
"813",6,"Heat (1995)",404,104,"more"
"814",7,"Sabrina (1995)",174,53,"more"
"815",8,"Tom and Huck (1995)",19,5,"more"
"816",9,"Sudden Death (1995)",63,20,"one"
"817",10,"GoldenEye (1995)",421,122,"more"
"818",11,"American President, The (1995)",302.5,82,"more"
"819",12,"Dracula: Dead and Loving It (1995)",51.5,18,"more"
"820",13,"Balto (1995)",31.5,8,"more"
"821",14,"Nixon (1995)",107,31,"one"
"822",15,"Cutthroat Island (1995)",25.5,11,"more"
"823",16,"Casino (1995)",347.5,88,"more"
"824",17,"Sense and Sensibility (1995)",337.5,86,"more"
"825",18,"Four Rooms (1995)",85.5,26,"one"
"826",19,"Ace Ventura: When Nature Calls (1995)",239,92,"one"
"827",20,"Money Train (1995)",33,13,"more"
"828",21,"Get Shorty (1995)",336,95,"more"
"829",22,"Copycat (1995)",127.5,38,"more"
"830",23,"Assassins (1995)",68,22,"more"
"831",24,"Powder (1995)",103.5,34,"more"
"832",25,"Leaving Las Vegas (1995)",378,101,"more"
"833",26,"Othello (1995)",20.5,5,"one"
"834",27,"Now and Then (1995)",22,7,"more"
"835",28,"Persuasion (1995)",73.5,18,"more"
"836",29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",161,40,"more"
"837",30,"Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)",40.5,10,"more"
"838",31,"Dangerous Minds (1995)",133.5,42,"one"
"839",32,"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)",769,196,"more"
"840",34,"Babe (1995)",0,0,"more"
"841",35,"Carrington (1995)",533,148,"more"
"842",36,"Dead Man Walking (1995)",39,11,"more"
"843",37,"Across the Sea of Time (1995)",409.5,104,"more"
"844",38,"It Takes Two (1995)",4,2,"more"
"845",39,"Clueless (1995)",4,2,"more"
"846",40,"Cry, the Beloved Country (1995)",426,120,"one"
"847",41,"Richard III (1995)",23.5,6,"more"
"848",42,"Dead Presidents (1995)",92.5,23,"more"
"849",43,"Restoration (1995)",21,9,"one"
"850",44,"Mortal Kombat (1995)",43.5,12,"more"
"851",45,"To Die For (1995)",102.5,38,"more"
"852",46,"How to Make an American Quilt (1995)",151.5,43,"more"
"853",47,"Seven (a.k.a. Se7en) (1995)",38,12,"more"
"854",48,"Pocahontas (1995)",811,201,"more"
"855",49,"When Night Is Falling (1995)",178.5,61,"more"
"856",50,"Usual Suspects, The (1995)",8,2,"more"
"857",52,"Mighty Aphrodite (1995)",878.5,201,"more"
"858",53,"Lamerica (1994)",0,0,"more"
"859",54,"Big Green, The (1995)",185.5,51,"more"
"860",55,"Georgia (1995)",5,1,"one"
"861",57,"Home for the Holidays (1995)",11,3,"one"
"862",58,"Postman, The (Postino, Il) (1994)",20,6,"more"
"863",59,"Confessional, The (Confessionnal, Le) (1995)",0,0,"more"
"864",60,"Indian in the Cupboard, The (1995)",44,14,"more"
"865",61,"Eye for an Eye (1996)",180,45,"more"
"866",62,"Mr. Holland's Opus (1995)",8,2,"one"
"867",63,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)",90.5,32,"more"
"868",64,"Two if by Sea (1996)",25,7,"more"
"869",65,"Bio-Dome (1996)",321,87,"one"
"870",66,"Lawnmower Man 2: Beyond Cyberspace (1996)",17,6,"more"
"871",68,"French Twist (Gazon maudit) (1995)",24,10,"more"
"872",69,"Friday (1995)",40.5,20,"one"
"873",70,"From Dusk Till Dawn (1996)",10,5,"more"
"874",71,"Fair Game (1995)",0,0,"one"
"875",72,"Kicking and Screaming (1995)",28,8,"more"
"876",73,"Misérables, Les (1995)",84,22,"more"
"877",74,"Bed of Roses (1996)",145,48,"more"
"878",76,"Screamers (1995)",17,7,"more"
"879",77,"Nico Icon (1995)",19,6,"one"
"880",78,"Crossing Guard, The (1995)",53.5,13,"more"
"881",79,"Juror, The (1996)",57.5,19,"more"
"882",80,"White Balloon, The (Badkonake sefid) (1995)",0,0,"more"
"883",81,"Things to Do in Denver When You're Dead (1995)",50,15,"more"
"884",82,"Antonia's Line (Antonia) (1995)",8,2,"more"
"885",83,"Once Upon a Time... When We Were Colored (1995)",32,10,"more"
"886",84,"Last Summer in the Hamptons (1995)",77,26,"more"
"887",85,"Angels and Insects (1995)",18.5,4,"more"
"888",86,"White Squall (1996)",58.5,18,"more"
"889",87,"Dunston Checks In (1996)",38,10,"more"
"890",88,"Black Sheep (1996)",9,3,"one"
"891",89,"Nick of Time (1995)",4,1,"more"
"892",92,"Mary Reilly (1996)",65,16,"more"
"893",93,"Vampire in Brooklyn (1995)",64,17,"more"
"894",94,"Beautiful Girls (1996)",5,3,"more"
"895",95,"Broken Arrow (1996)",66.5,23,"more"
"896",96,"In the Bleak Midwinter (1995)",58.5,17,"more"
"897",97,"Hate (Haine, La) (1995)",0,0,"more"
"898",98,"Shopping (1994)",0,0,"more"
